0	0	2
0	0	14
0	0	18
0	0	21
0	0	27
0	0	35
0	0	47
0	0	77
0	0	79
0	0	93
0	0	125
0	0	169
0	0	176
0	0	177
0	0	211
0	0	255
0	0	293
0	0	298
0	0	323
0	0	337
0	0	348
0	0	349
0	0	352
0	0	360
0	0	383
0	0	463
0	0	469
0	0	472
0	0	484
0	0	493
0	0	531
0	0	546
0	0	547
0	0	549
0	0	551
0	0	555
0	0	562
0	0	571
0	0	583
0	0	601
0	0	658
0	0	718
0	0	722
0	0	758
0	0	766
0	0	770
0	0	791
0	0	834
0	0	890
0	0	965
0	0	989
0	0	1005
0	0	1008
0	0	1010
0	0	1014
0	0	1028
0	0	1037
0	0	1046
0	0	1070
0	0	1079
0	0	1303
0	0	1305
0	0	1326
0	0	1449
0	0	1511
0	0	1540
0	0	1564
0	0	1602
0	0	1627
0	0	1643
0	0	1646
0	0	1683
0	0	1730
0	0	1763
0	0	1782
0	0	1798
0	0	1928
0	0	1946
0	0	1963
0	0	1999
0	0	2032
0	0	2092
0	0	2097
0	0	2120
0	0	2134
0	0	2178
0	0	2224
0	0	2231
0	0	2244
0	0	2285
0	0	2417
0	0	2421
0	0	2504
0	0	2627
0	0	2655
0	0	2660
0	0	2664
0	0	2670
0	0	2682
0	0	2716
0	1	3
0	1	16
0	1	20
0	1	34
0	1	40
0	1	44
0	1	46
0	1	50
0	1	51
0	1	52
0	1	63
0	1	70
0	1	74
0	1	75
0	1	88
0	1	115
0	1	126
0	1	127
0	1	130
0	1	147
0	1	153
0	1	154
0	1	161
0	1	165
0	1	187
0	1	191
0	1	202
0	1	206
0	1	207
0	1	221
0	1	226
0	1	231
0	1	233
0	1	238
0	1	240
0	1	243
0	1	252
0	1	256
0	1	267
0	1	270
0	1	271
0	1	279
0	1	284
0	1	319
0	1	338
0	1	364
0	1	387
0	1	393
0	1	395
0	1	464
0	1	471
0	1	482
0	1	527
0	1	528
0	1	545
0	1	563
0	1	577
0	1	580
0	1	592
0	1	597
0	1	606
0	1	610
0	1	611
0	1	624
0	1	637
0	1	638
0	1	712
0	1	724
0	1	753
0	1	754
0	1	757
0	1	761
0	1	768
0	1	794
0	1	813
0	1	821
0	1	832
0	1	871
0	1	875
0	1	901
0	1	917
0	1	919
0	1	941
0	1	964
0	1	1009
0	1	1020
0	1	1021
0	1	1036
0	1	1038
0	1	1111
0	1	1127
0	1	1163
0	1	1194
0	1	1219
0	1	1242
0	1	1294
0	1	1301
0	1	1304
0	1	1309
0	1	1414
0	1	1437
0	1	1442
0	1	1478
0	1	1490
0	1	1517
0	1	1554
0	1	1566
0	1	1568
0	1	1569
0	1	1617
0	1	1619
0	1	1620
0	1	1622
0	1	1628
0	1	1633
0	1	1645
0	1	1669
0	1	1764
0	1	1767
0	1	1822
0	1	1878
0	1	1907
0	1	1959
0	1	1991
0	1	2057
0	1	2060
0	1	2096
0	1	2110
0	1	2127
0	1	2163
0	1	2196
0	1	2210
0	1	2218
0	1	2234
